SK_ID_CURR,PREVAPP_SK_ID_PREV_COUNT,PREVAPP_AMT_ANNUITY_LAST,PREVAPP_AMT_APPLICATION_LAST,PREVAPP_AMT_CREDIT_LAST,PREVAPP_AMT_DOWN_PAYMENT_LAST,PREVAPP_AMT_GOODS_PRICE_LAST,PREVAPP_FLAG_LAST_APPL_PER_CONTRACT_LAST,PREVAPP_DAYS_FIRST_DUE_LAST,PREVAPP_DAYS_LAST_DUE_1ST_VERSION_LAST,PREVAPP_DAYS_LAST_DUE_LAST,PREVAPP_AMT_DECLINED_LAST,PREVAPP_AMT_CREDIT_GOODS_RATIO_LAST,PREVAPP_AMT_CREDIT_GOODS_DIFF_LAST,PREVAPP_AMT_CREDIT_APPLICATION_RATIO_LAST,PREVAPP_CREDIT_DOWNPAYMENT_RATIO_LAST,PREVAPP_GOOD_DOWNPAYMET_RATIO_LAST,PREVAPP_ANNUITY_LAST,PREVAPP_ANNUITY_GOODS_LAST
100011,4,31295.25,675000.0,732915.0,0.0,675000.0,1,-1159.0,-289.0,-289.0,-57915.0,1.085799999983914,57915.0,0.9209799226251205,0.0,0.0,24430.491856502715,22499.9925000025
100012,4,9482.355,0.0,0.0,0.0,90000.0,1,-477.0,33.0,-147.0,0.0,1.2696999998589222,24273.0,0.0,0.0,0.0,6348.496473057515,4999.997222223766
100013,4,4742.415,22455.0,24232.5,0.0,22455.0,1,-242.0,-92.0,-92.0,-1777.5,1.0791583161526794,1777.5,0.9266480961821322,0.0,0.0,4038.743268761219,3742.493762510396
100014,2,11567.475,119272.5,131868.0,0.0,119272.5,1,-813.0,-483.0,-483.0,-12595.5,1.1056027163758952,12595.5,0.9044840294154395,0.0,0.0,10988.990842507632,9939.366717194403
100015,1,7666.92,68850.0,67077.0,6885.0,68850.0,1,-2360.0,-2090.0,-2090.0,1773.0,0.9742483658715688,-1773.0,1.026432308984237,0.10264323089842371,0.09999999998547567,6707.693292306708,6884.993115006885
100016,4,7124.04,98500.5,98500.5,0.0,98500.5,1,-1295.0,-605.0,-605.0,0.0,0.9999999998984777,0.0,0.9999999998984777,0.0,0.0,4104.185789922588,4104.185789922588
100017,2,11783.52,195291.0,198409.5,22500.0,195291.0,1,-581.0,109.0,365243.0,-3118.5,1.015968477758014,3118.5,0.9842825065843983,0.11340182803175243,0.1152126826062024,8267.059055392061,8137.121609532663
100018,4,4180.365,36805.365,36805.365,0.0,36805.365,1,-149.0,121.0,365243.0,0.0,0.9999999997283003,0.0,0.9999999997283003,0.0,0.0,3680.5328194671806,3680.5328194671806
100019,1,10518.615,84136.5,104683.5,0.0,84136.5,1,-894.0,-564.0,-714.0,-20547.0,1.2442103009699463,20547.0,0.8037226496244658,0.0,0.0,8723.617730318558,7011.369157192369
100020,2,5729.265,32512.5,35086.5,0.0,32512.5,1,-211.0,-1.0,365243.0,-2574.0,1.0791695498410858,2574.0,0.9266384504220602,0.0,0.0,4385.807017741228,4064.0574199282255
100021,6,33750.0,0.0,675000.0,0.0,26100.0,1,365243.0,365243.0,365243.0,-675000.0,1.0527586202862993,1377.0,0.0,0.0,0.0,67499999999.99999,4349.992750012084
100022,1,6765.975,89091.0,103203.0,0.0,89091.0,1,-209.0,301.0,365243.0,-14112.0,1.1583998382374874,14112.0,0.8632597888759764,0.0,0.0,5733.4968147239915,4949.497250279305
100023,4,2250.0,45000.0,45000.0,7870.5,45000.0,1,365243.0,365243.0,365243.0,0.0,0.9999999997777776,0.0,0.9999999997777776,0.10264084505703693,0.09999999998729432,4500000000.0,4500000000.0
100025,8,23833.575,0.0,0.0,0.0,225000.0,1,-1669.0,-1159.0,-1159.0,0.0,1.269699999943569,60682.5,0.0,0.0,0.0,15871.241182643787,12499.993055559415
100026,3,42778.845,0.0,0.0,0.0,675000.0,1,-438.0,612.0,-408.0,0.0,1.10295999998366,69498.0,0.0,0.0,0.0,20680.49425541826,18749.994791668112
100027,4,21569.22,0.0,0.0,0.0,202500.0,1,-441.0,-111.0,-111.0,0.0,1.0659999999473582,13365.0,0.0,0.0,0.0,17988.735009387492,16874.98593751172
100028,5,6028.02,49315.5,49315.5,0.0,49315.5,1,-1773.0,-1083.0,-1083.0,0.0,0.999999999797224,0.0,0.999999999797224,0.0,0.0,5448.560229766571,5448.560229766571
100029,1,22891.68,126000.0,126000.0,0.0,126000.0,1,-293.0,-143.0,-203.0,0.0,0.9999999999206349,0.0,0.9999999999206349,0.0,0.0,20999.965000058335,20999.965000058335
100030,12,4373.055,17055.0,15349.5,1705.5,17055.0,1,-2818.0,-2728.0,-2818.0,1705.5,0.8999999994722955,-1705.5,1.1111111103872366,0.11111111103872366,0.09999999994136617,3837.365406586484,4263.7393406516485
100032,1,7910.145,69255.0,42255.0,27000.0,69255.0,1,-1466.0,-1316.0,-1316.0,27000.0,0.6101364521536153,-27000.0,1.6389776353948697,0.6389776356315281,0.38986354770199066,7042.488262519563,11542.480762532063
100033,1,5542.92,53599.5,53329.5,5364.0,53599.5,1,-818.0,-488.0,-488.0,270.0,0.9949626393912325,-270.0,1.0050628637048795,0.10058222932887384,0.10007556038767608,4444.121296565586,4466.621277815602
100034,2,22430.43,94500.0,109971.0,12145.5,94500.0,1,-569.0,-419.0,-449.0,-15471.0,1.1637142855911413,15471.0,0.8593174563421886,0.1055368733778632,0.0999999999917665,18328.469452550915,15749.973750043751
100035,22,22308.75,675000.0,675000.0,9360.0,675000.0,1,-1397.0,-887.0,-887.0,0.0,0.9999999999851853,0.0,0.9999999999851853,0.08695652173105198,0.07999999999316239,14062.49707031311,14062.49707031311
100036,8,12069.315,0.0,0.0,0.0,213804.0,1,365243.0,365243.0,365243.0,0.0,0.9999999999532282,0.0,0.0,0.0,0.0,8908.496288126547,8908.496288126547
100037,5,19505.385,153877.5,188640.0,0.0,153877.5,1,-2581.0,-2431.0,-2431.0,-34762.5,1.2259102207128456,34762.5,0.8157204198040862,0.0,0.0,15719.986900010917,12823.114314071405
100038,2,24463.71,454500.0,508495.5,8095.5,454500.0,1,-787.0,-457.0,-457.0,-53995.5,1.1188019801734037,53995.5,0.8938132195684364,0.08741921375216168,0.09999999998764746,14124.871076424699,12624.99649305653
100039,4,4450.68,20961.0,22000.5,0.0,20961.0,1,-2367.0,-2217.0,-2277.0,-1039.5,1.0495920991128325,1039.5,0.9527510734061722,0.0,0.0,3666.7438887601857,3493.4941775097045
100040,1,18984.24,367200.0,367200.0,0.0,367200.0,1,-1007.0,-317.0,-407.0,0.0,0.9999999999727668,0.0,0.9999999999727668,0.0,0.0,15299.993625002657,15299.993625002657
100041,2,7297.515,58486.5,64278.0,0.0,58486.5,1,-1477.0,-1147.0,-1147.0,-5791.5,1.0990228512393418,5791.5,0.9098991877609914,0.0,0.0,5356.49553625372,4873.870938440885
100042,9,4500.0,0.0,90000.0,0.0,900000.0,1,-2513.0,365243.0,-1356.0,-90000.0,1.0871199999879209,78408.0,0.0,0.0,0.0,9000000000.0,24999.993055557483
100043,9,21375.0,0.0,427500.0,315000.0,292500.0,1,-948.0,365243.0,-370.0,-427500.0,0.9999999999658119,0.0,0.0,0.2274795268409414,0.19999999999873014,42750000000.0,4874.999187500135
100044,4,12088.8,135000.0,148365.0,0.0,135000.0,1,-2570.0,-2060.0,-2060.0,-13365.0,1.0989999999185927,13365.0,0.909918107309007,0.0,0.0,8242.495420835878,7499.995833335648
100045,4,6319.35,34501.5,31486.5,4500.0,34501.5,1,-2748.0,-2598.0,-2598.0,3015.0,0.9126124948443943,-3015.0,1.0957553233621535,0.14291839355186559,0.1304291117399449,5247.741253764578,5750.240416265973
100046,2,29053.215,450000.0,555723.0,,450000.0,1,-509.0,1.0,365243.0,-105723.0,1.2349399999725568,105723.0,0.8097559395452455,,,23155.11535203527,18749.992187503256
100047,6,11423.025,135000.0,196528.5,3820.5,135000.0,1,-2601.0,-2331.0,-2331.0,-61528.5,1.4557666665588322,61528.5,0.6869232706357132,0.1111111110787968,0.0999999999738254,5459.12348357681,3749.9989583336223
100048,4,57466.53,814500.0,856431.0,,814500.0,1,-284.0,226.0,365243.0,-41931.0,1.051480662970516,41931.0,0.951039838574841,,,47579.47356695913,45249.974861125076
100049,5,4500.0,0.0,90000.0,9000.0,67500.0,1,-185.0,365243.0,365243.0,-90000.0,1.1278666664995753,8631.0,0.0,0.29664787886988764,0.25031289104427396,9000000000.0,5624.9953125039065
100050,3,6919.605,153598.5,153598.5,0.0,153598.5,1,-459.0,231.0,-9.0,0.0,0.9999999999348953,0.0,0.9999999999348953,0.0,0.0,6399.934833360486,6399.934833360486
100051,3,6887.16,0.0,0.0,0.0,136620.0,1,-525.0,165.0,365243.0,0.0,1.1130764162558135,15448.5,0.0,0.0,0.0,6336.184859922975,5692.497628125989
100052,2,6304.905,27175.5,30663.0,0.0,27175.5,1,-266.0,-116.0,-176.0,-3487.5,1.1283325049664836,3487.5,0.8862635747036286,0.0,0.0,5110.491482514196,4529.242451262581
100053,5,10720.35,0.0,0.0,,90000.0,1,-320.0,10.0,365243.0,0.0,1.0659999998815555,5940.0,0.0,,,7994.9933375055525,7499.993750005208
100054,5,10349.91,102937.5,92641.5,10296.0,102937.5,1,-255.0,15.0,365243.0,10296.0,0.8999781419890731,-10296.0,1.1111380967373004,0.11113809684524342,0.10002185791378052,9264.140735859264,10293.739706260294
100055,2,6922.98,37219.5,39186.0,0.0,37219.5,1,-322.0,-172.0,-322.0,-1966.5,1.0528352070681133,1966.5,0.9498162606671218,0.0,0.0,6530.989115018142,6203.239661267232
100056,3,21678.705,405000.0,506038.5,0.0,405000.0,1,-2136.0,-546.0,-546.0,-101038.5,1.2494777777469264,101038.5,0.8003343618953828,0.0,0.0,9371.081597947852,7499.998611111368
100057,4,4747.59,58797.45,47038.5,11758.95,58797.45,1,-252.0,78.0,-162.0,11758.949999999997,0.8000091839356963,-11758.949999999997,1.2499856497868795,0.24998564999947157,0.1999908158942283,3919.871733440222,4899.783416847153
100059,18,26149.68,283410.0,255069.0,28341.0,283410.0,1,-461.0,-131.0,-431.0,28341.0,0.8999999999682439,-28341.0,1.11111111106755,0.11111111110675499,0.09999999999647154,21255.73228688976,23617.4803187664
100060,1,12177.0,180000.0,180000.0,,180000.0,1,-436.0,614.0,-316.0,0.0,0.9999999999444446,0.0,0.9999999999444446,,,4999.998611111497,4999.998611111497
100061,6,12826.44,66501.0,62905.5,6750.0,66501.0,1,-1035.0,-885.0,-975.0,3595.5,0.9459331437202548,-3595.5,1.0571571641498505,0.10730381284509243,0.10150223303386381,10484.232526279124,11083.481527530788
100062,10,47952.0,900000.0,900000.0,75150.0,900000.0,1,-426.0,-96.0,-276.0,0.0,0.9999999999888889,0.0,0.9999999999888889,0.10647318724466132,0.09999999999866933,37499.98437500651,37499.98437500651
100063,9,12637.845,0.0,0.0,31135.5,155668.5,1,-425.0,-95.0,-335.0,0.0,0.8844563928550442,-17986.5,0.0,0.22614067196684096,0.200011563020135,11473.490438757968,12972.36418969651
100064,1,2144.61,47607.48,47605.5,1.98,47607.48,1,-577.0,113.0,-37.0,1.9800000000032014,0.9999584096868898,-1.9800000000032014,1.000041591622808,4.1591832867716575e-05,4.159010305910119e-05,1983.5616735159695,1983.6441734815946
100065,2,18150.705,0.0,0.0,35154.0,117180.0,1,-1151.0,-1031.0,-1031.0,0.0,0.6999999999402629,-35154.0,0.0,0.4285714285191803,0.29999999997439836,16405.167189665623,23435.953128093744
100066,9,10729.44,100152.0,110727.0,0.0,100152.0,1,-618.0,-288.0,-318.0,-10575.0,1.1055895038435988,10575.0,0.9044948385755511,0.0,0.0,9227.242310631407,8345.993045005796
100067,23,4127.4,45000.0,45000.0,12730.5,45000.0,1,-2565.0,365243.0,365243.0,0.0,0.9999999997777776,0.0,0.9999999997777776,0.2500662953632367,0.20004242678231235,2499.998611111883,2499.998611111883
100068,1,7761.465,82152.0,81742.5,8217.0,82152.0,1,-131.0,199.0,365243.0,409.5,0.995015337302194,-409.5,1.0050096337884198,0.10052298374768046,0.10002191059255747,6811.869323442231,6845.994295004754
100069,7,26541.09,135000.0,139455.0,0.675,135000.0,1,-180.0,-30.0,-21.0,-4455.0,1.0329999999234816,4455.0,0.9680542109664011,5.317263381360647e-06,5.317235108221117e-06,23242.461262564564,22499.962500062502
100070,2,13879.26,136341.0,136876.5,13635.0,136341.0,1,-1337.0,-947.0,-947.0,-535.5,1.003927651916597,535.5,0.99608771403447,0.09961534667385452,0.10000660108844688,9776.885873652947,9738.635900974357
100071,2,10097.595,223893.0,223893.0,0.0,223893.0,1,-1541.0,-851.0,-1031.0,0.0,0.9999999999553358,0.0,0.9999999999553358,0.0,0.0,9328.87111297037,9328.87111297037
100072,10,14111.1,0.0,0.0,3150.0,270000.0,1,-94.0,596.0,365243.0,0.0,0.9999999999629628,0.0,0.0,0.11112875055612752,0.10001428772363853,11249.995312501953,11249.995312501953
100073,9,44995.5,450000.0,405000.0,45000.0,450000.0,1,-757.0,113.0,365243.0,45000.0,0.8999999999799999,-45000.0,1.1111111110836762,0.11111111110836762,0.09999999999777777,40499.9595000405,44999.955000045
100074,2,3995.595,39960.0,35964.0,3996.0,39960.0,1,-2682.0,-2412.0,-2412.0,3996.0,0.8999999997747747,-3996.0,1.11111111080216,0.11111111108021601,0.09999999997497497,3596.3964036035964,3995.996004003996
100075,7,20287.17,90000.0,104256.0,0.0,90000.0,1,-568.0,-418.0,-478.0,-14256.0,1.1583999998712888,14256.0,0.8632596684254853,0.0,0.0,17375.97104004827,14999.975000041668
100077,26,15101.28,0.0,0.0,5890.5,58896.0,1,-2441.0,-2351.0,-2351.0,0.0,0.8999847186735966,-5890.5,0.0,0.11112997705688465,0.10001528115661246,13251.341871645322,14723.963190092027
100078,11,11508.3,225000.0,276975.0,,225000.0,1,-1564.0,-334.0,-334.0,-51975.0,1.230999999945289,51975.0,0.8123476847797689,,,6594.64128699017,5357.141581632956
100079,3,10426.86,80730.0,51831.0,31500.0,80730.0,1,-631.0,-481.0,-541.0,28899.0,0.6420289854277185,-28899.0,1.5575620764489277,0.6077443999522014,0.39018952057597056,8638.485602523997,13454.977575037376
100080,7,6084.495,0.0,0.0,3091.5,30915.0,1,-1324.0,-1174.0,-1174.0,0.0,0.9445414844106287,-1714.5,0.0,0.1058714747672569,0.09999999996765324,4866.7418887635195,5152.491412514313
100081,1,6075.63,46755.0,45544.5,4680.0,46755.0,1,-2484.0,-2214.0,-2214.0,1210.5,0.9741097206771233,-1210.5,1.0265784011183394,0.10275664457777411,0.10009624636935167,4554.445445554555,4675.495324504675
100082,15,32175.0,990000.0,990000.0,46327.5,990000.0,1,-666.0,24.0,-576.0,0.0,0.9999999999898991,0.0,0.9999999999898991,0.21340325856153913,0.20001554272416547,20624.995703125893,20624.995703125893
100083,3,4500.0,0.0,90000.0,7231.5,48181.5,1,365243.0,365243.0,365243.0,-90000.0,0.920052302041229,-3852.0,0.0,0.16313064659805981,0.15008872696987666,9000000000.0,4818.1451818548185
100084,7,16486.425,152055.0,154885.5,15205.5,152055.0,1,-1444.0,-1114.0,-1114.0,-2830.5,1.0186149747776387,2830.5,0.9817252098497455,0.09817252098497455,0.09999999999342343,12907.114244071463,12671.2394406338
100085,3,4550.265,28597.5,21847.5,6750.0,28597.5,1,-1144.0,-994.0,-994.0,6750.0,0.7639653813221556,-6750.0,1.3089598346222864,0.30895983508000463,0.23603461832816344,3641.243931260115,4766.24205626324
100086,7,5625.0,0.0,0.0,3600.0,675000.0,1,-2432.0,365243.0,-880.0,0.0,0.9999999999851853,0.0,0.0,0.1695274421748829,0.1449537959191666,11250000000.0,11249.998125000311
100087,5,18734.805,162900.0,97740.0,65160.0,162900.0,1,-672.0,-522.0,-522.0,65160.0,0.5999999999631677,-65160.0,1.6666666664961463,0.6666666665984585,0.3999999999754451,16289.972850045251,27149.95475007542
100088,2,15388.47,153900.0,138510.0,15390.0,153900.0,1,-1505.0,-1235.0,-1235.0,15390.0,0.8999999999415206,-15390.0,1.1111111110308924,0.11111111110308923,0.09999999999350229,13850.986149013852,15389.98461001539
100089,4,15656.265,360000.0,512064.0,36000.0,360000.0,1,-1761.0,-1491.0,-1491.0,-152064.0,1.4223999999604888,152064.0,0.7030371203462255,0.35242290745448623,0.2605863191993785,10667.997777500463,7499.998437500325
100090,12,22500.0,0.0,450000.0,0.0,454500.0,1,365243.0,365243.0,365243.0,-450000.0,1.0791980197782354,35995.5,0.0,0.0,0.0,45000000000.0,18937.492109378287
100091,6,7078.95,0.0,0.0,0.0,39330.0,1,-588.0,-438.0,-468.0,0.0,0.999999999745741,0.0,0.0,0.0,0.0,6554.9890750182085,6554.9890750182085
100092,6,7049.88,26527.5,26527.5,0.0,26527.5,1,-362.0,-212.0,-242.0,0.0,0.9999999996230328,0.0,0.9999999996230328,0.0,0.0,6353.989410017651,6353.989410017651
100093,10,8174.205,37251.0,43785.0,0.0,37251.0,1,-466.0,-316.0,-316.0,-6534.0,1.1754046868069568,6534.0,0.8507708117275845,0.0,0.0,7297.487837520272,6208.489652517246
100094,1,4966.47,87205.5,69763.5,17442.0,87205.5,1,-173.0,277.0,365243.0,17442.0,0.7999896794582922,-17442.0,1.2500161257319349,0.2500161258752763,0.2000103204270361,4360.216024864984,5450.340343537286
100095,3,5290.695,48145.5,48145.5,0.0,48145.5,1,-564.0,-294.0,-414.0,0.0,0.9999999997922961,0.0,0.9999999997922961,0.0,0.0,4814.545185454815,4814.545185454815
100097,2,10080.72,108000.0,108000.0,0.0,108000.0,1,-338.0,-8.0,-38.0,0.0,0.9999999999074074,0.0,0.9999999999074074,0.0,0.0,8999.99250000625,8999.99250000625
100098,7,12985.83,0.0,0.0,4500.0,252000.0,1,-111.0,1299.0,365243.0,0.0,1.434607142800214,109521.0,0.0,0.25529742135120564,0.20337604221030164,7531.685930898764,5249.998906250227
100099,12,2904.345,29516.4,29515.5,0.9,29516.4,1,-1224.0,-894.0,-984.0,0.9000000000014552,0.9999695081378591,-0.9000000000014552,1.0000304921143026,3.0492453107522337e-05,3.0491523346176525e-05,2459.622950314208,2459.6979502517083
100100,5,5184.585,40455.0,44725.5,0.0,40455.0,1,-469.0,-139.0,-139.0,-4270.5,1.1055617349881197,4270.5,0.9045175568960621,0.0,0.0,3727.1218940650883,3371.2471906273413
100101,5,22482.0,225000.0,225000.0,0.0,225000.0,1,-1295.0,-965.0,-965.0,0.0,0.9999999999555556,0.0,0.9999999999555556,0.0,0.0,18749.98437501302,18749.98437501302
100103,2,4704.345,45585.0,50400.0,0.0,45585.0,1,-369.0,-39.0,-39.0,-4815.0,1.1056268506952667,4815.0,0.9044642855348285,0.0,0.0,4199.996500002917,3798.746834377638
100104,1,2950.2,29506.5,26554.5,2952.0,29506.5,1,-2560.0,-2290.0,-2290.0,2952.0,0.8999542470642217,-2952.0,1.1111675982936349,0.11116759867021876,0.10004575259686993,2655.4473445526555,2950.647049352951
100105,14,32991.795,157500.0,162697.5,0.0,157500.0,1,-515.0,-365.0,-365.0,-5197.5,1.0329999999344128,5197.5,0.9680542109763178,0.0,0.0,27116.204806325324,26249.95625007292
100106,5,11515.41,56916.0,32539.5,28458.0,56916.0,1,-552.0,-492.0,-522.0,24376.5,0.5717109423410445,-24376.5,1.7491356653454615,0.8745678326727307,0.4999999999121512,10846.463845120516,18971.9367602108
100107,2,7129.485,58000.5,67189.5,0.0,58000.5,1,-288.0,42.0,-18.0,-9189.0,1.1584296685100248,9189.0,0.863237559311613,0.0,0.0,5599.120334066389,4833.370972190856
100108,1,25269.66,125955.0,122895.0,22500.0,125955.0,1,-494.0,-344.0,-344.0,3060.0,0.975705609068659,-3060.0,1.0248993042007486,0.18308311972146277,0.17863522685255565,20482.465862556895,20992.465012558314
100109,9,7370.685,65322.0,65322.0,0.0,65322.0,1,-2696.0,-2486.0,-2516.0,0.0,0.9999999998469121,0.0,0.9999999998469121,0.0,0.0,6117.742352822059,6377.05452868184
100110,4,6703.065,54531.0,63171.0,0.0,54531.0,1,365243.0,439.0,365243.0,-8640.0,1.1584419869141511,8640.0,0.8632283799744774,0.0,0.0,5264.245613128656,4544.246213128155
100111,6,14694.525,130711.5,144513.0,0.0,130711.5,1,-590.0,-260.0,-500.0,-13801.5,1.1055874960423844,13801.5,0.9044964812228314,0.0,0.0,12042.739964383363,10892.615922820065
100112,4,9000.0,0.0,180000.0,30370.5,60736.5,1,365243.0,365243.0,365243.0,-180000.0,0.6297695783211463,-22486.5,0.0,0.7939999997924182,0.5000370451869902,18000000000.0,5061.370782191015
100113,4,4500.0,90000.0,90000.0,0.0,90000.0,0,-164.0,166.0,365243.0,0.0,0.9999999998888889,0.0,0.9999999998888889,0.0,0.0,9000000000.0,9000000000.0
100114,2,8326.26,80685.0,89203.5,0.0,80685.0,1,-197.0,133.0,365243.0,-8518.5,1.1055772447040246,8518.5,0.9045048679811325,0.0,0.0,7433.618805317663,6723.74439687967
100115,4,6750.0,135000.0,135000.0,0.0,135000.0,1,365243.0,365243.0,365243.0,0.0,0.999999999925926,0.0,0.999999999925926,0.0,0.0,13499999999.999998,13499999999.999998
100116,15,37377.945,360000.0,450499.5,0.0,360000.0,1,-717.0,333.0,-357.0,-90499.5,1.2513874999652392,90499.5,0.7991129845693699,0.0,0.0,25027.73609570217,19999.988888895063
100117,2,6013.125,61650.0,71415.0,0.0,61650.0,1,-1100.0,-590.0,-1100.0,-9765.0,1.158394160396043,9765.0,0.8632640200429511,0.0,0.0,3967.497795834558,3424.9980972232793
100118,2,22605.75,209345.4,202297.5,20934.9,209345.4,1,-1718.0,-1448.0,-1448.0,7047.899999999994,0.9663336284930869,-7047.899999999994,1.0348392836770184,0.10348570792503686,0.10000171964131997,20229.72977027023,20934.519065480934
100119,1,7679.925,34020.0,36715.5,0.0,34020.0,1,-119.0,31.0,365243.0,-2695.5,1.0792328039155694,2695.5,0.9265841399608927,0.0,0.0,6119.239801266998,5669.99055001575
100120,3,,0.0,0.0,,,1,,,,0.0,,,0.0,,,,
100121,3,7362.99,65925.0,72886.5,0.0,65925.0,1,-428.0,-98.0,-158.0,-6961.5,1.105597269456868,6961.5,0.9044884853979147,0.0,0.0,6073.869938441718,5493.745421878815
100122,4,70963.65,1575000.0,1668555.0,0.0,1575000.0,1,-1564.0,-1234.0,-1234.0,-93555.0,1.0593999999932735,93555.0,0.9439305267075767,0.0,0.0,55618.481460506184,52499.98250000583
100123,4,4674.78,67500.0,76410.0,0.0,67500.0,1,-816.0,-126.0,-156.0,-8910.0,1.1319999998322963,8910.0,0.8833922260327978,0.0,0.0,3183.7486734380527,2812.498828125488
100124,13,16082.865,0.0,0.0,0.0,324000.0,1,-843.0,-693.0,-813.0,0.0,1.2705972221830062,87673.5,0.0,0.0,0.0,6861.2238564626905,5399.99910000015
100125,3,24483.465,315000.0,349096.5,24299.775,315000.0,1,-863.0,-173.0,-203.0,-34096.5,1.1082428571076748,34096.5,0.902329298606479,0.3900007221676536,0.30001472304402765,14545.6814392994,13124.99453125228
100126,2,30956.175,187546.5,168790.5,18756.0,187546.5,1,-651.0,-501.0,-501.0,18756.0,0.8999928017371697,-18756.0,1.1111199978013502,0.11111999786059525,0.10000719820951033,28131.703113828145,31257.69790383683
100127,3,8675.955,45000.0,46485.0,2682.0,45000.0,1,-730.0,-580.0,-610.0,-1485.0,1.0329999997704444,1485.0,0.968054210827567,0.10110262930879177,0.09999999996271439,7747.487087521521,7499.987500020834
100128,13,13500.0,270000.0,270000.0,0.0,270000.0,1,365243.0,365243.0,365243.0,0.0,0.9999999999629628,0.0,0.9999999999629628,0.0,0.0,26999999999.999996,26999999999.999996
100130,2,12520.71,110970.0,130671.0,0.0,110970.0,1,-437.0,73.0,-107.0,-19701.0,1.1775344686692317,19701.0,0.8492320407091679,0.0,0.0,7259.495966946685,6164.996575001903
100131,2,29250.0,0.0,585000.0,,225000.0,1,-698.0,365243.0,365243.0,-585000.0,1.3291399999409272,74056.5,0.0,,,58499999999.99999,9374.996093751628
100132,2,44610.48,229500.0,235710.0,0.0,229500.0,1,-525.0,-375.0,-375.0,-6210.0,1.0270588234846598,6210.0,0.9736540663962644,0.0,0.0,39284.93452510913,38249.93625010625
100133,3,7675.74,71334.0,87502.5,0.0,71334.0,1,-341.0,-11.0,-11.0,-16168.5,1.2266590964719966,16168.5,0.8152224221233425,0.0,0.0,7291.868923442564,5944.495046254128
100135,12,19193.175,450000.0,530698.5,0.0,450000.0,1,-326.0,1084.0,365243.0,-80698.5,1.1793299999737925,80698.5,0.8479390840402237,0.0,0.0,11056.216446621573,9374.998046875406
