SK_ID_CURR,BUREAU_COUNT,BUREAU_TYPES_COUNT,BUREAU_ACTIVE_LOANS_PCT,BUREAU_PAST_DUE_LOANS_PCT,BUREAU_TOTAL_DEBT,BUREAU_TOTAL_CREDIT,BUREAU_TOTAL_OVERDUE,BUREAU_CREDIT_PROL_AVG,BUREAU_OVERDUE_COUNT,BUREAU_DAYS_DIFF_AVG,BUREAU_AVG_TYPES_COUNT,BUREAU_RATIO_DEBT_CREDIT,BUREAU_RATIO_OVERDUE_DEBT
100076,3,3,1.0,0.0,2610859.995,3296057.58,0.0,0.0,0,106.66666666666667,1.0,0.7921160148543279,0.0
100077,4,2,0.25,0.0,257926.5,687456.0,0.0,0.0,0,259.5,2.0,0.3751898303309594,0.0
100078,3,2,0.3333333333333333,0.0,537165.0,1143000.0,0.0,0.0,0,158.66666666666666,1.5,0.46996062992125986,0.0
100079,1,1,0.0,0.0,0.0,60781.5,0.0,0.0,0,0.0,1.0,0.0,0.0
100080,1,1,0.0,0.0,0.0,30150.0,0.0,0.0,0,0.0,1.0,0.0,0.0
100082,17,3,0.29411764705882354,0.0,2384752.41,10393996.41,0.0,0.058823529411764705,0,147.47058823529412,5.666666666666667,0.2294355622160543,0.0
100083,2,1,0.5,0.0,1756003.5,3237880.5,0.0,0.0,0,735.0,2.0,0.5423311638585797,0.0
100084,1,1,0.0,0.0,0.0,98100.0,0.0,0.0,0,0.0,1.0,0.0,0.0
100085,4,1,0.5,0.0,697500.0,1427197.5,0.0,0.0,0,223.75,4.0,0.4887200264854724,0.0
100086,6,2,0.6666666666666666,0.0,404028.0,1077934.95,0.0,0.0,0,191.0,3.0,0.3748166807282759,0.0
100087,6,2,0.5,0.0,285748.515,677005.515,0.0,0.0,0,119.33333333333333,3.0,0.4220770860337822,0.0
100088,5,1,0.4,0.0,403969.5,1777500.0,0.0,0.0,0,377.0,5.0,0.22726835443037974,0.0
100089,1,1,0.0,0.0,0.0,116545.5,0.0,0.0,0,0.0,1.0,0.0,0.0
100090,2,1,1.0,0.0,62170.83,113041.8,0.0,0.0,0,53.5,2.0,0.5499808920240123,0.0
100091,3,1,0.3333333333333333,0.0,1367662.5,1949845.5,0.0,0.0,0,430.0,3.0,0.7014209587375,0.0
100092,13,2,0.5384615384615384,0.0,937309.5,2214576.4050000003,0.0,0.0,0,179.15384615384616,6.5,0.4232455009832907,0.0
100093,1,1,0.0,0.0,0.0,90000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
100094,4,2,0.75,0.0,611335.575,855000.0,0.0,0.0,0,200.75,2.0,0.7150123684210525,0.0
100096,1,1,0.0,0.0,0.0,65610.0,0.0,0.0,0,0.0,1.0,0.0,0.0
100097,3,1,0.3333333333333333,0.0,86526.0,319293.18,0.0,0.0,0,879.6666666666666,3.0,0.27099232122652916,0.0
100099,10,2,0.5,0.0,185535.0,2692174.5,0.0,0.0,0,134.2,5.0,0.0689164093932247,0.0
100100,5,3,0.0,0.0,0.0,3163743.45,0.0,0.0,0,477.4,1.6666666666666667,0.0,0.0
100102,5,2,0.4,0.0,694314.0,1473232.5,0.0,0.0,0,268.6,2.5,0.47128610046275793,0.0
100103,3,2,0.3333333333333333,0.0,12307.5,445834.35,0.0,0.0,0,513.0,1.5,0.027605544525674167,0.0
100104,1,1,0.0,0.0,0.0,765000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
100105,6,1,0.16666666666666666,0.0,18774.0,1663635.42,0.0,0.0,0,258.1666666666667,6.0,0.011284924433744023,0.0
100106,1,1,0.0,0.0,0.0,225000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
100107,1,1,1.0,0.0,124195.68,124195.68,0.0,0.0,0,0.0,1.0,1.0,0.0
100108,3,2,0.6666666666666666,0.0,40878.0,648661.5,0.0,0.0,0,512.3333333333334,1.5,0.06301900143603405,0.0
100109,13,2,0.23076923076923078,0.0,319125.555,1670155.785,0.0,0.0,0,178.15384615384616,6.5,0.1910753223538366,0.0
100110,1,1,1.0,0.0,52820.595,65511.0,0.0,0.0,0,0.0,1.0,0.8062858909190823,0.0
100111,12,2,0.25,0.0,104072.31,2505821.715,0.0,0.08333333333333333,0,165.58333333333334,6.0,0.04153220852745304,0.0
100112,2,1,1.0,0.0,85648.5,130500.0,0.0,0.0,0,17.0,2.0,0.6563103448275862,0.0
100113,3,1,0.6666666666666666,0.0,401368.5,610722.0,0.0,0.0,0,409.3333333333333,3.0,0.657203277432285,0.0
100114,4,2,0.5,0.0,45634.5,233777.88,0.0,0.0,0,106.75,2.0,0.19520452491056894,0.0
100115,1,1,0.0,0.0,0.0,18513.0,0.0,0.0,0,0.0,1.0,0.0,0.0
100116,17,3,0.47058823529411764,0.0,2430413.8200000003,7638393.6,0.0,0.0,0,164.94117647058823,5.666666666666667,0.3181838940585623,0.0
100117,8,2,0.25,0.0,576030.33,1784256.795,0.0,0.0,0,169.25,4.0,0.32284048552551536,0.0
100119,8,1,0.5,0.0,354735.405,856227.69,0.0,0.0,0,327.625,8.0,0.4143003188789655,0.0
100120,2,2,1.0,0.0,108837.0,368910.0,166.5,0.0,1,95.0,1.0,0.295023176384484,0.0015298106342512196
100121,1,1,0.0,0.0,0.0,70571.115,0.0,0.0,0,0.0,1.0,0.0,0.0
100122,3,1,1.0,0.0,0.0,630000.0,0.0,0.0,0,88.0,3.0,0.0,0.0
100123,6,2,0.5,0.0,527287.4550000001,1223773.1099999999,0.0,0.0,0,407.6666666666667,3.0,0.43087027382061055,0.0
100124,2,1,0.0,0.0,0.0,742500.0,0.0,0.0,0,81.5,2.0,0.0,0.0
100125,2,1,0.5,0.0,8559.0,243499.5,0.0,0.0,0,617.0,2.0,0.03514996950712424,0.0
100126,5,1,0.2,0.0,685741.5,1041750.0,0.0,0.0,0,235.6,5.0,0.6582591792656588,0.0
100128,28,3,0.14285714285714285,0.0,347607.0,7911722.97,0.0,0.0,0,88.78571428571429,9.333333333333334,0.043935689017180035,0.0
100129,1,1,1.0,0.0,10048887.0,10327500.0,0.0,0.0,0,0.0,1.0,0.9730222222222222,0.0
100130,1,1,1.0,0.0,156483.0,225000.0,0.0,0.0,0,0.0,1.0,0.69548,0.0
100131,2,1,1.0,0.0,678262.5,679500.0,0.0,0.0,0,184.5,2.0,0.9981788079470199,0.0
100132,1,1,1.0,0.0,95697.0,675000.0,0.0,0.0,0,0.0,1.0,0.14177333333333333,0.0
100134,4,2,0.5,0.0,2970.99,1020408.21,0.0,0.0,0,331.25,2.0,0.002911570066650091,0.0
100135,2,1,1.0,0.0,181584.0,251019.0,0.0,0.0,0,10.0,2.0,0.723387472661432,0.0
100136,1,1,1.0,0.0,2313877.5,2313877.5,0.0,0.0,0,0.0,1.0,1.0,0.0
100138,13,2,0.7692307692307693,0.0,966264.525,4505386.5,0.0,0.0,0,168.23076923076923,6.5,0.2144687309290779,0.0
100139,2,2,0.5,0.0,334089.0,379255.5,0.0,0.0,0,518.5,1.0,0.8809074621198638,0.0
100142,12,2,0.4166666666666667,0.0,931554.0,7830621.0,0.0,0.08333333333333333,0,178.16666666666666,6.0,0.11896297879823324,0.0
100143,12,2,0.25,0.0,161707.5,1625582.655,0.0,0.0,0,195.16666666666666,6.0,0.09947663965447515,0.0
100145,7,3,0.42857142857142855,0.0,2915271.0,3830184.0,0.0,0.0,0,315.14285714285717,2.3333333333333335,0.7611307968494464,0.0
100146,5,1,1.0,0.0,1195042.5,1678500.0,0.0,0.0,0,114.0,5.0,0.711970509383378,0.0
100147,1,1,0.0,0.0,0.0,14661.0,0.0,0.0,0,0.0,1.0,0.0,0.0
100148,16,2,0.25,0.0,1119889.935,2763589.77,0.0,0.0,0,155.5625,8.0,0.40523016373736254,0.0
100149,2,1,1.0,0.0,72756.0,176035.41,0.0,0.0,0,2.0,2.0,0.41330320984851854,0.0
100150,4,1,0.0,0.0,0.0,427500.0,0.0,0.0,0,206.25,4.0,0.0,0.0
100151,1,1,0.0,0.0,0.0,70416.0,0.0,0.0,0,0.0,1.0,0.0,0.0
100152,6,2,0.5,0.0,126153.0,894694.185,0.0,0.0,0,442.8333333333333,3.0,0.1410012517293828,0.0
100153,3,2,1.0,0.0,60537.06,3138034.5,0.0,0.0,0,708.0,1.5,0.019291394023870673,0.0
100154,2,1,0.0,0.0,0.0,199035.0,0.0,0.0,0,159.5,2.0,0.0,0.0
100155,3,2,0.6666666666666666,0.0,215253.0,344002.5,0.0,0.0,0,171.66666666666666,1.5,0.6257309176532148,0.0
100156,7,2,0.2857142857142857,0.0,0.0,329746.5,0.0,0.0,0,346.7142857142857,3.5,0.0,0.0
100157,5,1,0.2,0.0,432603.0,980175.06,0.0,0.0,0,487.2,5.0,0.4413527926327772,0.0
100158,1,1,0.0,0.0,0.0,225000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
100159,2,1,0.5,0.0,830160.0,1800000.0,0.0,0.0,0,1141.5,2.0,0.4612,0.0
100160,1,1,1.0,0.0,371403.0,373500.0,0.0,0.0,0,0.0,1.0,0.9943855421686747,0.0
100161,8,2,0.375,0.0,437769.0,1141618.5,0.0,0.0,0,298.625,4.0,0.38346347751021903,0.0
100162,11,2,0.36363636363636365,0.0,1486351.845,3101292.72,13.5,0.0,1,232.63636363636363,5.5,0.47926847904895603,9.082640860179374e-06
100163,21,3,0.2857142857142857,0.0,1524024.0,6513844.5,0.0,0.0,0,133.57142857142858,7.0,0.23396689927123682,0.0
100164,5,2,0.2,0.0,0.0,270803.43000000005,0.0,0.0,0,227.6,2.5,0.0,0.0
100165,2,1,0.0,0.0,0.0,118068.48000000001,0.0,0.0,0,550.0,2.0,0.0,0.0
100166,15,2,0.2,0.0,272384.955,867692.835,0.0,0.0,0,130.13333333333333,7.5,0.3139186403446561,0.0
100167,6,2,0.3333333333333333,0.0,530307.0,1390391.28,0.0,0.0,0,129.0,3.0,0.3814084622279852,0.0
100168,1,1,0.0,0.0,0.0,360000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
100169,1,1,1.0,0.0,97011.0,176382.0,0.0,0.0,0,0.0,1.0,0.5500051025614858,0.0
100170,9,3,0.4444444444444444,0.0,315670.5,614498.445,0.0,0.0,0,299.44444444444446,3.0,0.5137043105129421,0.0
100171,8,3,0.375,0.0,2648639.0700000003,6237315.0,0.0,0.0,0,296.625,2.6666666666666665,0.42464410888338977,0.0
100172,3,2,0.3333333333333333,0.0,58041.0,318037.5,0.0,0.0,0,77.33333333333333,1.5,0.18249734701096568,0.0
100173,8,2,0.75,0.0,1089702.0,1743966.0,0.0,0.0,0,103.125,4.0,0.624841309979667,0.0
100174,9,2,0.2222222222222222,0.0,206100.0,1759957.65,0.0,0.0,0,293.22222222222223,4.5,0.11710509056851454,0.0
100175,11,2,0.18181818181818182,0.0,561411.0,1672744.5,0.0,0.0,0,151.9090909090909,5.5,0.3356226847555021,0.0
100176,1,1,0.0,0.0,0.0,200655.0,0.0,0.0,0,0.0,1.0,0.0,0.0
100177,1,1,0.0,0.0,0.0,175824.0,0.0,0.0,0,0.0,1.0,0.0,0.0
100178,4,2,0.25,0.0,469242.0,858690.0,0.0,0.0,0,504.75,2.0,0.5464626349439262,0.0
100179,2,1,0.0,0.0,0.0,1351282.5,0.0,0.0,0,379.0,2.0,0.0,0.0
100180,11,2,0.6363636363636364,0.0,2450236.5,5175040.859999999,0.0,0.0,0,246.0,5.5,0.4734719138043676,0.0
100181,10,2,0.2,0.0,0.0,2203389.0,0.0,0.0,0,177.9,5.0,0.0,0.0
100182,7,2,0.7142857142857143,0.0,571266.0,722358.0,0.0,0.0,0,159.42857142857142,3.5,0.7908350153248113,0.0
100183,7,1,0.2857142857142857,0.0,199998.0,945007.11,0.0,0.0,0,319.42857142857144,7.0,0.21163650292535893,0.0
100184,11,3,0.45454545454545453,0.0,711540.0,1422274.5,0.0,0.0,0,84.18181818181819,3.6666666666666665,0.5002831731849232,0.0
100185,2,1,0.0,0.0,0.0,184652.28,0.0,0.0,0,616.0,2.0,0.0,0.0
100186,1,1,1.0,0.0,487728.0,675000.0,0.0,0.0,0,0.0,1.0,0.72256,0.0
100187,4,2,0.25,0.0,1875802.5,4412893.05,0.0,0.0,0,125.5,2.0,0.4250731841325726,0.0
100188,8,2,0.125,0.0,611064.0,2498526.0,0.0,0.0,0,313.25,4.0,0.244569798353109,0.0
100190,5,2,0.4,0.0,-77.75999999999999,394335.0,0.0,0.0,0,424.0,2.5,-0.00019719274221157137,-0.0
100191,3,2,0.3333333333333333,0.0,193.5,569160.0,0.0,0.0,0,256.0,1.5,0.00033997469955724226,0.0
100192,1,1,1.0,0.0,83998.8,135000.0,0.0,0.0,0,0.0,1.0,0.6222133333333334,0.0
100193,11,2,0.36363636363636365,0.0,1084154.5350000001,2816885.34,0.0,0.0,0,235.1818181818182,5.5,0.3848770553791871,0.0
100194,17,2,0.23529411764705882,0.0,616734.0,2505963.6,0.0,0.0,0,84.58823529411765,8.5,0.24610652764469523,0.0
100195,2,2,0.5,0.0,155065.5,225000.0,0.0,0.0,0,930.5,1.0,0.68918,0.0
100196,12,2,0.3333333333333333,0.0,439798.5,3021970.5,0.0,0.0,0,224.0,6.0,0.14553368406475178,0.0
100198,9,2,0.1111111111111111,0.0,0.0,599966.7300000001,0.0,0.0,0,278.6666666666667,4.5,0.0,0.0
100199,10,2,0.2,0.0,521280.0,1781971.92,0.0,0.0,0,263.1,5.0,0.2925298620867157,0.0
100200,1,1,0.0,0.0,0.0,83790.0,0.0,0.0,0,0.0,1.0,0.0,0.0
100201,8,2,0.5,0.0,1493374.5,2218428.0,0.0,0.0,0,242.375,4.0,0.6731678918585593,0.0
100202,5,2,0.4,0.0,213867.0,511047.9,0.0,0.0,0,212.4,2.5,0.41848719073104496,0.0
100203,1,1,1.0,0.0,83124.0,81000.0,0.0,0.0,0,0.0,1.0,1.0262222222222221,0.0
100204,5,2,0.4,0.0,314253.0,580500.0,0.0,0.0,0,93.2,2.5,0.5413488372093024,0.0
100205,3,2,0.0,0.0,0.0,416083.5,0.0,0.0,0,375.6666666666667,1.5,0.0,0.0
100207,5,2,0.8,0.0,844785.0,1689300.0,0.0,0.0,0,409.8,2.5,0.500079914757592,0.0
100208,7,1,0.0,0.0,0.0,348075.0,0.0,0.0,0,109.71428571428571,7.0,0.0,0.0
100209,2,1,1.0,0.0,208705.5,342000.0,0.0,0.0,0,236.0,2.0,0.61025,0.0
100210,7,2,0.42857142857142855,0.0,0.0,2990250.0,0.0,0.0,0,230.71428571428572,3.5,0.0,0.0
100211,2,1,0.5,0.0,445420.62,542656.8,0.0,0.0,0,35.5,2.0,0.8208145922063447,0.0
100212,1,1,1.0,0.0,16299.0,23502.645,0.0,0.0,0,0.0,1.0,0.6934964128505536,0.0
100213,3,2,0.3333333333333333,0.0,170511.795,295413.705,0.0,0.0,0,584.6666666666666,1.5,0.5771966300615606,0.0
100215,7,2,0.2857142857142857,0.0,129374.505,850392.72,0.0,0.0,0,334.2857142857143,3.5,0.1521350100457116,0.0
100216,1,1,0.0,0.0,0.0,19371.69,0.0,0.0,0,0.0,1.0,0.0,0.0
100217,12,2,0.25,0.0,454555.21499999997,1120748.715,0.0,0.0,0,181.08333333333334,6.0,0.40558174095252025,0.0
100218,4,2,0.75,0.0,703584.0,909582.885,0.0,0.0,0,134.0,2.0,0.7735237894235444,0.0
100219,1,1,1.0,0.0,-88.83,0.0,0.0,0.0,0,0.0,1.0,0.0,-0.0
100220,7,2,0.14285714285714285,0.0,409041.0,1110433.5,0.0,0.0,0,294.7142857142857,3.5,0.36836154528839415,0.0
100221,10,1,0.0,0.0,0.0,1348550.55,0.0,0.0,0,240.0,10.0,0.0,0.0
100222,14,2,0.35714285714285715,0.0,3242268.18,5495302.8,0.0,0.0,0,111.28571428571429,7.0,0.5900071930522192,0.0
100223,7,2,0.5714285714285714,0.0,6466366.665,7332444.0,0.0,0.0,0,313.7142857142857,3.5,0.88188422100462,0.0
100224,19,2,0.47368421052631576,0.0,1204609.5,5372852.76,0.0,0.0,0,134.0,9.5,0.22420296140778667,0.0
100225,11,2,0.09090909090909091,0.0,0.0,489321.0,0.0,0.0,0,158.72727272727272,5.5,0.0,0.0
100227,4,2,0.5,0.0,63679.995,608625.0449999999,0.0,0.0,0,132.25,2.0,0.10462927137676369,0.0
100228,10,2,0.6,0.0,670533.435,1141168.5,0.0,0.0,0,221.3,5.0,0.5875849491113714,0.0
100229,4,1,0.5,0.0,953550.0,1092465.0,0.0,0.0,0,576.5,4.0,0.8728426082300119,0.0
100230,6,2,0.3333333333333333,0.0,120888.0,1217084.49,0.0,0.0,0,137.16666666666666,3.0,0.09932588985666886,0.0
100231,1,1,0.0,0.0,0.0,143955.0,0.0,0.0,0,0.0,1.0,0.0,0.0
100232,2,2,1.0,0.0,192595.5,504000.0,0.0,0.0,0,159.5,1.0,0.3821339285714286,0.0
100233,8,2,0.375,0.0,0.0,865526.85,0.0,0.0,0,218.0,4.0,0.0,0.0
100234,5,1,0.2,0.0,469242.0,905211.0,0.0,0.0,0,441.6,5.0,0.5183785879756212,0.0
100235,3,2,0.6666666666666666,0.0,351490.5,1150965.0,0.0,0.0,0,130.33333333333334,1.5,0.30538765296946474,0.0
100237,9,2,0.5555555555555556,0.0,752178.24,2878507.98,0.0,0.0,0,232.0,4.5,0.2613083740695414,0.0
100238,10,1,0.1,0.0,0.0,695841.615,0.0,0.0,0,216.9,10.0,0.0,0.0
100239,6,2,0.3333333333333333,0.0,336339.0,759566.925,0.0,0.0,0,447.5,3.0,0.44280364103531755,0.0
100240,10,2,0.6,0.0,212994.0,1037558.25,0.0,0.0,0,223.5,5.0,0.20528389610896544,0.0
100241,2,2,0.5,0.0,1124.505,44815.5,0.0,0.0,0,186.5,1.0,0.025091876694447235,0.0
100242,3,1,0.3333333333333333,0.0,9774.0,273612.87,0.0,0.0,0,392.3333333333333,3.0,0.0357220038662655,0.0
100243,4,1,0.75,0.0,124633.485,130504.5,0.0,0.0,0,247.25,4.0,0.9550129305886004,0.0
100244,3,1,0.3333333333333333,0.0,6728494.5,6168195.0,0.0,0.0,0,546.3333333333334,3.0,1.0908368655660206,0.0
100245,10,2,0.4,0.0,1036881.0,3446883.09,0.0,0.0,0,231.1,5.0,0.30081699115591415,0.0
100246,6,2,0.16666666666666666,0.0,162940.5,470267.37,0.0,0.0,0,384.0,3.0,0.34648480926924613,0.0
100247,16,2,0.375,0.0,1075086.0,2639335.1399999997,0.0,0.0,0,148.875,8.0,0.4073321283480506,0.0
100248,3,1,0.0,0.0,11884.5,471775.5,0.0,0.0,0,704.0,3.0,0.025191007163364778,0.0
100249,3,2,0.3333333333333333,0.0,4536.0,351963.0,0.0,0.0,0,95.66666666666667,1.5,0.012887718311299767,0.0
100250,1,1,0.0,0.0,0.0,118908.0,0.0,0.0,0,0.0,1.0,0.0,0.0
100251,10,2,0.3,0.0,606390.795,4900720.05,0.0,0.1,0,212.9,5.0,0.12373504073141253,0.0
100252,2,1,0.5,0.0,0.0,1350000.0,0.0,0.0,0,107.5,2.0,0.0,0.0
100253,9,3,0.2222222222222222,0.0,0.0,4165584.21,0.0,0.0,0,243.44444444444446,3.0,0.0,0.0
100254,9,3,0.4444444444444444,0.0,2089425.465,8737650.0,0.0,0.1111111111111111,0,210.88888888888889,3.0,0.23912899521038267,0.0
100255,4,1,0.0,0.0,0.0,701372.88,0.0,0.0,0,114.25,4.0,0.0,0.0
100256,3,1,0.3333333333333333,0.0,25587.0,157586.04,0.0,0.0,0,376.6666666666667,3.0,0.16236844329611938,0.0
100257,5,2,0.8,0.0,210609.0,398902.5,0.0,0.0,0,446.4,2.5,0.5279711207625923,0.0
100259,2,1,1.0,0.0,360445.5,733654.98,0.0,0.0,0,208.0,2.0,0.4913011017794768,0.0
100260,3,2,0.3333333333333333,0.0,0.0,450999.0,0.0,0.6666666666666666,0,171.0,1.5,0.0,0.0
